"公司","Vision","Vision依据","Vision来源URL","Vision证据","Mission","Mission依据","Mission来源URL","Mission证据","Value Proposition","VP依据","VP来源URL","VP证据","Slogan","Slogan依据","Slogan来源URL","Slogan证据","状态","候选官方来源","搜索Query","Wiki页"
"月泉仿生","","","","","","","","","梦想探索，永不止步|优必选科技2025届校园招聘正式启动","官网描述","https://www.leaderobot.com/news/4591","Title: 梦想探索，永不止步|优必选科技2025届校园招聘正式启动 - 机器人大讲堂","","","","","已搜索并抓取官方来源","月泉仿生-关于我们 <https://www.yqbionics.com/gywm> ; 通用型仿生人形机器人研发商「月泉仿生」完成Pre-A轮融资 ... <https://www.leaderobot.com/news/4803>","""月泉仿生"" 官网 ; ""月泉仿生"" 愿景 使命 价值观 ; ""月泉仿生"" 价值主张 口号 ; ""月泉仿生"" 公众号 使命","entities/月泉仿生.html"
"跃瓦创新","","","","","","","","","","","","","","","","","搜索未定位到可信官方来源","","""跃瓦创新"" 官网 ; ""跃瓦创新"" 愿景 使命 价值观 ; ""跃瓦创新"" 价值主张 口号 ; ""跃瓦创新"" 公众号 使命","entities/跃瓦创新.html"
"越疆机器人","","","","","","","","","我们诚挚欢迎世界各地的代理商以及集成商与我们一同合作，共同推动全球智能制造高质发展。服务热线：400-800-7266","官网描述","https://www.dobot.cn/about/cooperation","description: 我们诚挚欢迎世界各地的代理商以及集成商与我们一同合作，共同推动全球智能制造高质发展","","","","","已搜索并抓取官方来源","越疆协作机器人|机械臂-智能机器人研发-DOBOT越疆科技 <https://www.dobot.cn/>","""越疆机器人"" 官网 ; ""越疆机器人"" 愿景 使命 价值观 ; ""越疆机器人"" 价值主张 口号 ; ""越疆机器人"" 公众号 使命","entities/越疆机器人.html"
"云迹科技","","","","","","","","","欢迎来到机器人网，这里是机器人的世界。我们聚焦具身智能，涵盖人形机器人、智能机器人、仿真机器人等多种类型，为您提供专业且全面的机器人网络资讯与服务","官网描述","http://im-robot.com/newsinfo/10697566.html","description: 欢迎来到机器人网，这里是机器人的世界","","","","","已搜索并抓取官方来源","北京云迹科技股份有限公司-企业官网 <http://im-robot.com/newsinfo/10697566.html>","""云迹科技"" 官网 ; ""云迹科技"" 愿景 使命 价值观 ; ""云迹科技"" 价值主张 口号 ; ""云迹科技"" 公众号 使命","entities/云迹科技.html"
"云深处科技","","","","","","","","","杭州云深处科技(DEEP Robotics)是具身智能技术创新与行业应用引领者，也是全球首家围绕电力巡检行业应用的智能四足机器人企业，在中国率先实现四足机器人全自主巡检变电站","官网描述","https://www.deeprobotics.cn/","description: 杭州云深处科技(DEEP Robotics)是具身智能技术创新与行业应用引领者，也是全球首家围绕电力巡检行业应用的智能四足机器人企业，在中国率先实现四足机器人全自主巡检变电站","","","","","已搜索并抓取官方来源","杭州云深处科技-具身智能技术创新与行业应用引领者 <https://www.deeprobotics.cn/> ; 杭州云深处科技股份有限公司 <http://me.zju.edu.cn/syzx/68853/main.psp> ; 杭州云深处科技有限公司 <http://www.yunshenchu.e110119.com/>","""云深处科技"" 官网 ; ""云深处科技"" 愿景 使命 价值观 ; ""云深处科技"" 价值主张 口号 ; ""云深处科技"" 公众号 使命","entities/云深处科技.html"
"章鱼动力","","","","","","","","","章鱼动力成立于 2026 年 1 月，是一家以物理 AGI 为使命的前沿科技公司，致力于打造可持续自进化的具身智能生产力","官网正文","https://www.ithome.com/0/930/925.htm","章鱼动力成立于 2026 年 1 月，是一家以物理 AGI 为使命的前沿科技公司，致力于打造可持续自进化的具身智能生产力","","","","","已搜索并抓取官方来源","官方首发！章鱼动力发布 SYNTH 深思架构，定义物理 AI ... <https://www.ithome.com/0/930/925.htm>","""章鱼动力"" 官网 ; ""章鱼动力"" 愿景 使命 价值观 ; ""章鱼动力"" 价值主张 口号 ; ""章鱼动力"" 公众号 使命","entities/章鱼动力.html"
"浙江人形","","","","","","","","","","","","","","","","","搜索未定位到可信官方来源","","""浙江人形"" 官网 ; ""浙江人形"" 愿景 使命 价值观 ; ""浙江人形"" 价值主张 口号 ; ""浙江人形"" 公众号 使命","entities/浙江人形.html"
"正奇未来","","","","","","","","","","","","","","","","","搜索未定位到可信官方来源","","""正奇未来"" 官网 ; ""正奇未来"" 愿景 使命 价值观 ; ""正奇未来"" 价值主张 口号 ; ""正奇未来"" 公众号 使命","entities/正奇未来.html"
"知来具身（魔狸科技）","","","","","","","","","","","","","","","","","搜索未定位到可信官方来源","","""知来具身（魔狸科技）"" 官网 ; ""知来具身（魔狸科技）"" 愿景 使命 价值观 ; ""知来具身（魔狸科技）"" 价值主张 口号 ; ""知来具身（魔狸科技）"" 公众号 使命","entities/知来具身.html"
"知有无界","","","","","","","","","","","","","","","","","搜索未定位到可信官方来源","","""知有无界"" 官网 ; ""知有无界"" 愿景 使命 价值观 ; ""知有无界"" 价值主张 口号 ; ""知有无界"" 公众号 使命","entities/知有无界.html"
"知跃空间智能","","","","","","","","","","","","","","","","","搜索未定位到可信官方来源","","""知跃空间智能"" 官网 ; ""知跃空间智能"" 愿景 使命 价值观 ; ""知跃空间智能"" 价值主张 口号 ; ""知跃空间智能"" 公众号 使命","entities/知跃空间智能.html"
"智动力机器人","","","","","","","","","","","","","","","","","搜索未定位到可信官方来源","","""智动力机器人"" 官网 ; ""智动力机器人"" 愿景 使命 价值观 ; ""智动力机器人"" 价值主张 口号 ; ""智动力机器人"" 公众号 使命","entities/智动力机器人.html"
"智动未来科技","","","","","","","","","","","","","","","","","搜索未定位到可信官方来源","","""智动未来科技"" 官网 ; ""智动未来科技"" 愿景 使命 价值观 ; ""智动未来科技"" 价值主张 口号 ; ""智动未来科技"" 公众号 使命","entities/智动未来科技.html"
"智平方","","","","","career@ai2robotics.com","显式字段","https://ai2robotics.com/en/about/","career@ai2robotics.com","全球领先的通用智能机器人研发、生产与服务提供商","官网描述","https://ai2robotics.com/news/","description: 全球领先的通用智能机器人研发、生产与服务提供商","","","","","已搜索并抓取官方来源","关于我们 - 智平方科技 <https://ai2robotics.com/about/> ; 智平方（深圳）科技有限公司-展商信息-2026世界机器人大会 ... <https://www.worldrobotconference.com/expo/company/409.html> ; 智平方 | 具身研习社 <http://www.jushenyanxishe.com/company-pick/zhi-ping-fang> ; 智平方 - AI² Robotics具身智能机器人，全域全身VLA技术 ... <https://aiproducthub.cn/sites/ai2robotics.html>","""智平方"" 官网 ; ""智平方"" 愿景 使命 价值观 ; ""智平方"" 价值主张 口号 ; ""智平方"" 公众号 使命","entities/智平方.html"
"智行智能","","","","","","","","","","","","","","","","","搜索未定位到可信官方来源","","""智行智能"" 官网 ; ""智行智能"" 愿景 使命 价值观 ; ""智行智能"" 价值主张 口号 ; ""智行智能"" 公众号 使命","entities/智行智能.html"
"智元机器人","成为全球AI用户的首选导航平台，连接AI开发者与使用者，促进AI技术的普及与创新","显式字段","https://daguoai.com/about","大国AI导航网的愿景是成为全球AI用户的首选导航平台，连接AI开发者与使用者，促进AI技术的普及与创新","","","","","我们采用多维度分类体系，既按功能...","显式字段","https://daguoai.com/about","分类清晰，精准定位：我们采用多维度分类体系，既按功能...","","","","","已搜索并抓取官方来源","智元机器人_官网 - 大国Ai <https://daguoai.com/sites/1308.html> ; 上海智元新创技术有限公司（智元机器人 官网网址） <https://highbay.cn/merchant/shanghaizhiyuanxinchuangjishuyouxiangongsi/> ; 广州火花机器人有限公司|智元远征,智元灵犀,智元精灵,智元绝 ... <http://www.sparkrobot.net/> ; 智元机器人 <https://genie.agibot.com/>","""智元机器人"" 官网 ; ""智元机器人"" 愿景 使命 价值观 ; ""智元机器人"" 价值主张 口号 ; ""智元机器人"" 公众号 使命","entities/智元机器人.html"
"智在无界","","","","","","","","","","","","","","","","","搜索未定位到可信官方来源","","""智在无界"" 官网 ; ""智在无界"" 愿景 使命 价值观 ; ""智在无界"" 价值主张 口号 ; ""智在无界"" 公众号 使命","entities/智在无界.html"
"中科第五纪","","","","","为机器人提供理解物理世界的""第一性原理""，成为下一代智能机器构建认知的基石","显式字段","https://www.robotsj.cn/index.php/brand.html","我们的使命是为机器人提供理解物理世界的""第一性原理""，成为下一代智能机器构建认知的基石","机器人世界网资讯频道提供大量机器人资讯、机器人新闻、工业、服务、特种机器人新闻、人形机器人行业新闻、机器人展会新闻、机器人赛事新闻、机器人技术等行业相关新闻资讯","官网描述","https://www.robotsj.cn/index.php/news.html","description: 机器人世界网资讯频道提供大量机器人资讯、机器人新闻、工业、服务、特种机器人新闻、人形机器人行业新闻、机器人展会新闻、机器人赛事新闻、机器人技术等行业相关新闻资讯","","","","","已搜索并抓取官方来源","中科第五纪 - 机器人世界 <https://www.robotsj.cn/index.php/brand/1588.html> ; 中科第五纪（杭州）智能技术有限公司 <https://www.apsoto.com/supplier/659926> ; 中科第五纪具身智能大脑技术解析 - 宇树科技供应商融资与落地 <https://aiflashdesk.com/venture-capital/zhongke-fifth-century-embodied-ai>","""中科第五纪"" 官网 ; ""中科第五纪"" 愿景 使命 价值观 ; ""中科第五纪"" 价值主张 口号 ; ""中科第五纪"" 公众号 使命","entities/中科第五纪.html"
"中露科技","","","","","","","","","","","","","","","","","搜索未定位到可信官方来源","","""中露科技"" 官网 ; ""中露科技"" 愿景 使命 价值观 ; ""中露科技"" 价值主张 口号 ; ""中露科技"" 公众号 使命","entities/中露科技.html"
"众擎机器人","","","","","","","","","您在人形机器人行业研究、分析和发现方面的权威来源","官网描述","https://www.robothub.app/zh/about","description: 您在人形机器人行业研究、分析和发现方面的权威来源","","","","","已搜索并抓取官方来源","ENGINEAI众擎机器人 <https://www.engineai.com.cn/> ; 众擎机器人 | RobotHub <https://www.robothub.app/zh/companies/engine-ai> ; 加入深圳市众擎机器人科技有限公司 <https://dx3a2bminsq.jobs.feishu.cn/index/> ; 众擎机器人PM01 – RobotHOT <https://www.robothot.com/product/pm01>","""众擎机器人"" 官网 ; ""众擎机器人"" 愿景 使命 价值观 ; ""众擎机器人"" 价值主张 口号 ; ""众擎机器人"" 公众号 使命","entities/众擎机器人.html"
"逐际动力","","","","","","","","","逐际动力致力于具身智能的颠覆性创新，围绕三大核心具身智能技术，释放 AGI 在物理世界的泛化能力","官网描述","https://limxdynamics.com/zh//about","description: 逐际动力致力于具身智能的颠覆性创新，围绕三大核心具身智能技术，释放 AGI 在物理世界的泛化能力","","","","","已搜索并抓取官方来源","逐际动力 LimX Dynamics丨官方网站 <https://limxdynamics.com/> ; LimX Luna丨逐际动力官方网站 <https://www.limx.cn/zh/products/luna> ; 逐际动力（ZMPed Robotics）官网 - 逐际动力LimX ... <https://ticnav.com/sites/412.html> ; 深圳逐际动力科技有限公司 <https://highbay.cn/merchant/shenzhenzhujidonglikejiyouxiangongsi-zhujidongl/>","""逐际动力"" 官网 ; ""逐际动力"" 愿景 使命 价值观 ; ""逐际动力"" 价值主张 口号 ; ""逐际动力"" 公众号 使命","entities/逐际动力.html"
"卓益得机器人","","","","","","","","","上海卓益得机器人有限公司（DroidUp）是一家专注于通用人形机器人研发、生产及销售的创新型企业。公司拥有国际领先的多模态人工智能肢体仿生技术，用高效的人形机器人，为科教、工业、服务、康养等场景的应用提供世界级领先的具身智能解决方案。公司研发团队在双足运动控制和跨模态任务学习方面拥有超过20年的技术积累和人才储备，主要产品有通用人形机器人平台、高仿真表情机…","官网描述","https://www.droidup.com/","description: 上海卓益得机器人有限公司（DroidUp）是一家专注于通用人形机器人研发、生产及销售的创新型企业","","","","","已搜索并抓取官方来源","卓益得机器人官网 <https://www.droidup.com/> ; 上海卓益得机器人有限公司 <https://www.apsoto.com/supplier/476283> ; 具身智能与高仿生机器人创企卓益得机器人完成近亿元Pre ... <http://www.robotsci.com.cn/detail/2019227465389576192> ; “硅基少女”现身上海：全球首款完全仿生具身智能机器人 Moya ... <https://www.ithome.com/0/918/066.htm>","""卓益得机器人"" 官网 ; ""卓益得机器人"" 愿景 使命 价值观 ; ""卓益得机器人"" 价值主张 口号 ; ""卓益得机器人"" 公众号 使命","entities/卓益得机器人.html"
"自变量机器人","概念车体现小米对未来电动超跑的技术探索方向","显式字段","https://aiproducthub.cn/newsflash/2026-04-21/","- 技术愿景：概念车体现小米对未来电动超跑的技术探索方向","","","","","家庭环境，非工厂或实验室","显式字段","https://aiproducthub.cn/newsflash/variable-robot-wall-b-model-home-deployment/","- 场景定位：家庭环境，非工厂或实验室","","","","","已搜索并抓取官方来源","自变量机器人官网 自变量机器人 WALL-A 操作大模型机器人 <https://www.liking01.com/about> ; 自变量机器人发布WALL-B模型，35天后进入真实家庭场景 ... <https://aiproducthub.cn/newsflash/variable-robot-wall-b-model-home-deployment/> ; 自变量机器人官网 全球首个世界统一模型WALL-B <https://x2robot.com/> ; 自变量机器人官网 全球首个世界统一模型WALL-B <https://x2robot.cn/product/quantum2>","""自变量机器人"" 官网 ; ""自变量机器人"" 愿景 使命 价值观 ; ""自变量机器人"" 价值主张 口号 ; ""自变量机器人"" 公众号 使命","entities/自变量机器人.html"
"ABB","","","","","","","","","ABB是电气与自动化领域的全球技术领导企业，致力于赋能更可持续与高效发展的未来","官网描述","https://new.abb.com/cn","og:description: ABB是电气与自动化领域的全球技术领导企业，致力于赋能更可持续与高效发展的未来","","","","","已搜索并抓取官方来源","ABB中国 - 工诚臻远 | abb.com/cn <https://new.abb.com/cn> ; abb.com/cn <https://drives.abb.com.cn/> ; ABB（中国）有限公司_ABB_首页 <https://www.instrument.com.cn/netshow/SH102064/>","""ABB"" official website ; ""ABB"" mission vision values ; ""ABB"" value proposition tagline","entities/ABB.html"
"Agility Robotics","","","","","","","","","","","","","","","","","搜索未定位到可信官方来源","","""Agility Robotics"" official website ; ""Agility Robotics"" mission vision values ; ""Agility Robotics"" value proposition tagline","entities/Agility-Robotics.html"
"Ai.Frame矩阵动力","","","","","","","","","","","","","","","","","搜索未定位到可信官方来源","","""Ai.Frame矩阵动力"" 官网 ; ""Ai.Frame矩阵动力"" 愿景 使命 价值观 ; ""Ai.Frame矩阵动力"" 价值主张 口号 ; ""Ai.Frame矩阵动力"" 公众号 使命","entities/Ai.Frame人形机器人矩阵动力.html"
"Amazon — 具身智能布局","","","","","","","","","","","","","","","","","搜索未定位到可信官方来源","","""Amazon"" official website ; ""Amazon"" mission vision values ; ""Amazon"" value proposition tagline","entities/Amazon.html"
"ANYbotics","","","","","","","","","創造自主機器人 勞動力 ANYbotics 是自主機器人解決方案的領先供應商，旨在提高工業工作的安全性、效率和...","官网描述","https://anybotics.tw/%E5%85%AC%E5%8F%B8/","description: 創造自主機器人 勞動力 ANYbotics 是自主機器人解決方案的領先供應商，旨在提高工業工作的安全性、效率和...","","","","","已搜索并抓取官方来源","Autonomous robotic inspection solutions - ANYbotics <https://www.anybotics.com/> ; 公司 – Anybotics <https://anybotics.tw/%E5%85%AC%E5%8F%B8/> ; 横河电机与ANYbotics达成战略合作：集成OpreX机器人管理 ... <https://www.yokogawa.com/cn/news/press-releases/2026/2026-02-10/>","""ANYbotics"" official website ; ""ANYbotics"" mission vision values ; ""ANYbotics"" value proposition tagline","entities/ANYbotics.html"
"Apptronik","","","","","","","","","Apptronik是一家专注人形机器人研发的美国科技公司，核心产品Apollo机器人融合自研线性执行器、力控技术和AI系统，已在奔驰、GXO等企业开展物流搬运、产线辅助等工业场景试点。公司脱胎于NASA机器人项目，历经多代技术验证，现已进入商业化落地阶段，估值超50亿美元","官网描述","https://cloud.tencent.com/developer/article/2666100","description: Apptronik是一家专注人形机器人研发的美国科技公司，核心产品Apollo机器人融合自研线性执行器、力控技术和AI系统，已在奔驰、GXO等企业开展物流搬运、产线辅助等工业场景试点","","","","","已搜索并抓取官方来源","案例研究：Apptronik 和 TI | TI.com.cn <https://www.ti.com.cn/zh-cn/about-ti/company/case-study/apptronik.html> ; Apptronik 与 Apollo：生态型人形机器人技术与商业化进展解析 <https://cloud.tencent.com/developer/article/2666100>","""Apptronik"" official website ; ""Apptronik"" mission vision values ; ""Apptronik"" value proposition tagline","entities/Apptronik.html"
"Boston Dynamics","","","","","","","","","","","","","","","","","搜索未定位到可信官方来源","","""Boston Dynamics"" official website ; ""Boston Dynamics"" mission vision values ; ""Boston Dynamics"" value proposition tagline","entities/Boston-Dynamics.html"
"Cartwheel Robotics","","","","","","","","","","","","","","","","","搜索未定位到可信官方来源","","""Cartwheel Robotics"" official website ; ""Cartwheel Robotics"" mission vision values ; ""Cartwheel Robotics"" value proposition tagline","entities/Cartwheel-Robotics.html"
"Dyna Robotics","","","","","","","","","DYNA-1 is our first commercial-grade robotic system running 24/7 in real environments with 99.4% success. Dual-arm robots for factories, restaurants, and laundromats - delivering …","官网描述","https://www.dyna.co/","description: DYNA-1 is our first commercial-grade robotic system running 24/7 in real environments with 99.4% success. Dual-arm robots for factories, restaurants, and laundromats - delivering continuous dexterity where …","","","","","已搜索并抓取官方来源","DYNA Robotics - Commercial-Grade Robots for Real-World Automation <https://www.dyna.co/>","""Dyna Robotics"" official website ; ""Dyna Robotics"" mission vision values ; ""Dyna Robotics"" value proposition tagline","entities/Dyna-Robotics.html"
"FieldAI","","","","","","","","","","","","","","","","","搜索未定位到可信官方来源","","""FieldAI"" official website ; ""FieldAI"" mission vision values ; ""FieldAI"" value proposition tagline","entities/FieldAI.html"
"Figure AI","","","","","","","","","We’re bringing the humanoid to life. Join us.","官网描述","https://www.figure.ai/news","description: We’re bringing the humanoid to life. Join us.","","","","","已搜索并抓取官方来源","Figure <https://www.figure.ai/>","""Figure AI"" official website ; ""Figure AI"" mission vision values ; ""Figure AI"" value proposition tagline","entities/Figure-AI.html"
"Flexion","","","","","developing practical humanoid robotics solutions that deliver real-world value.","显式字段","https://flexion.ai/about","developing practical humanoid robotics solutions that deliver real-world value.","Founded by scientists, roboticists and engineers, Flexion is for those who refuse to settle for the status quo and dare to venture where others won","官网描述","https://flexion.ai/","description: Founded by scientists, roboticists and engineers, Flexion is for those who refuse to settle for the status quo and dare to venture where others won","","","","","已搜索并抓取官方来源","Flexion Robotics <https://flexion.ai/>","""Flexion"" official website ; ""Flexion"" mission vision values ; ""Flexion"" value proposition tagline","entities/Flexion-AI.html"
"非夕","","","","","","","","","","","","","","","","","搜索未定位到可信官方来源","","""非夕"" 官网 ; ""非夕"" 愿景 使命 价值观 ; ""非夕"" 价值主张 口号 ; ""非夕"" 公众号 使命","entities/Flexiv非夕.html"
"Foundation Robotics","","","","","","","","","","","","","","","","","搜索未定位到可信官方来源","","""Foundation Robotics"" official website ; ""Foundation Robotics"" mission vision values ; ""Foundation Robotics"" value proposition tagline","entities/Foundation-Robotics.html"
"FrodoBots","","","","","","","","","","","","","","","","","搜索未定位到可信官方来源","","""FrodoBots"" official website ; ""FrodoBots"" mission vision values ; ""FrodoBots"" value proposition tagline","entities/FrodoBots.html"
"Generalist AI","","","","","","","","","","","","","","","","","搜索未定位到可信官方来源","","""Generalist AI"" official website ; ""Generalist AI"" mission vision values ; ""Generalist AI"" value proposition tagline","entities/Generalist-AI.html"
"Genesis AI","","","","","","","","","捷尼赛思(GENESIS)的信仰是创新，一如我们的名字。我们坚信，每一次的驾乘，都应是一场发现未知的旅程","官网描述","https://www.genesis.com.cn/zh/brand/brand-overview.html","description: 捷尼赛思(GENESIS)的信仰是创新，一如我们的名字","","","","","已搜索并抓取官方来源","捷尼赛思GENESIS中国官网 | 豪华轿车品牌 | SUV汽车 <https://www.genesis.com.cn/> ; GitHub - Genesis-Embodied-AI/genesis-world: Simulation platform for ... <https://genesis-embodied-ai.github.io/> ; Genesis 1 NIV - The Beginning - In the beginning God - Bible Gateway <https://www.biblegateway.com/passage/?search=Genesis%201&version=NIV>","""Genesis AI"" official website ; ""Genesis AI"" mission vision values ; ""Genesis AI"" value proposition tagline","entities/Genesis-AI.html"
"Google — 具身智能布局","","","","","","","","","","","","","","","","","官方来源已查，未找到字段明示","Google <https://www.google.com.hk/intl/zh-CN/> ; Google <https://www.google.com.hk/index.html> ; Google <https://www.google.cn/ig/china?hl=zh-CN>","""Google"" official website ; ""Google"" mission vision values ; ""Google"" value proposition tagline","entities/Google-DeepMind.html"
"Hugging Face LeRobot","","","","","","","","","Leo_Lyu_hahaha擅长点云建图,等方面的知识,Leo_Lyu_hahaha关注机器学习,深度学习,神经网络领域.","官网描述","https://blog.csdn.net/weixin_63093667","description: Leo_Lyu_hahaha擅长点云建图,等方面的知识,Leo_Lyu_hahaha关注机器学习,深度学习,神经网络领域.","","","","","已搜索并抓取官方来源","Hugging Face – The AI community building the future. <https://huggingface.co/> ; 大模型开发第一站：Hugging Face 完整使用指南 <https://cloud.tencent.com.cn/developer/article/2668377> ; Hugging Face - GitHub <https://github.com/huggingface> ; Hugging Face 国内镜像使用_huggingface 镜像站-CSDN博客 <https://blog.csdn.net/weixin_63093667/article/details/153569811>","""Hugging Face LeRobot"" official website ; ""Hugging Face LeRobot"" mission vision values ; ""Hugging Face LeRobot"" value proposition tagline","entities/HuggingFace-LeRobot.html"
"Intrinsic","","","","","","","","","硬币的固有价值 the intrinsic value of a coin","官网描述","https://www.englishtour.cn/31133","og:description: 硬币的固有价值 the intrinsic value of a coin","","","","","已搜索并抓取官方来源","Inherent、intrinsic、innate 区别是什么？ - Chinadaily.com.cn <https://language.chinadaily.com.cn/a/202108/25/WS6125b68ca310efa1bd66b08e.html> ; 小词详解 | intrinsic - 英文之旅 <https://www.englishtour.cn/31133>","""Intrinsic"" official website ; ""Intrinsic"" mission vision values ; ""Intrinsic"" value proposition tagline","entities/Intrinsic.html"
"雅可比机器人","","","","","","","","","","","","","","","","","搜索未定位到可信官方来源","","""雅可比机器人"" 官网 ; ""雅可比机器人"" 愿景 使命 价值观 ; ""雅可比机器人"" 价值主张 口号 ; ""雅可比机器人"" 公众号 使命","entities/Jacobi-ai-雅可比机器人.html"
"K-Scale Labs","","","","","","","","","","","","","","","","","搜索未定位到可信官方来源","","""K-Scale Labs"" official website ; ""K-Scale Labs"" mission vision values ; ""K-Scale Labs"" value proposition tagline","entities/K-Scale-Labs.html"
"Meta — 具身智能布局","","","","","","","","","About Meta Company.","官网描述","https://meta.company/about","description: About Meta Company.","","","","","已搜索并抓取官方来源","META COMPANY <https://meta.company/> ; The Facebook Company Is Now Meta | Meta <https://about.fb.com/news/2021/10/facebook-company-is-now-meta/> ; Latest Meta Company News | Meta Newsroom - About Facebook <https://about.fb.com/news/category/technologies/meta/> ; Meta <https://latest.auth.meta.com/>","""Meta"" official website ; ""Meta"" mission vision values ; ""Meta"" value proposition tagline","entities/Meta.html"
"Microsoft — 具身智能布局","","","","","to empower every person and every organization on the planet to achieve more","显式字段","https://www.microsoft.com/en-us/about","description: Our mission is to empower every person and every organization on the planet to achieve more. Learn more about Microsoft, our commitments, and values.","使用Microsoft 帐户登录。一个帐户。一个管理所有内容的位置。欢迎使用你的帐户仪表板","官网描述","https://account.microsoft.com/account/Account?mkt=zh-CN","使用Microsoft 帐户登录。一个帐户。一个管理所有内容的位置。欢迎使用你的帐户仪表板","","","","","已搜索并抓取官方来源","Microsoft - AI、クラウド、生産性向上、コンピューティング ... <https://www.microsoft.com/zh-cn> ; Microsoft account | 立即登录或创建帐户 – Microsoft <https://account.microsoft.com/account/Account?mkt=zh-CN> ; Microsoft – AI, Cloud, Productivity, Computing, Gaming & Apps <https://www.microsoft.com/> ; Microsoft微软官网Surface_Windows_Office_Microsoft 365 ... <https://www.microsoftstore.com.cn/>","""Microsoft"" official website ; ""Microsoft"" mission vision values ; ""Microsoft"" value proposition tagline","entities/Microsoft.html"
"Neura Robotics","to rethink the future of robotics.","显式字段","https://neura-robotics.com/company/","In 2019, in Metzingen near Stuttgart, a small team of engineers embarks on a grand vision: to rethink the future of robotics.","to expand human potential through cognitive robotics that work safely alongside us, making work more meaningful and life more human-centered","显式字段","https://neura-robotics.com/","We serve humanity by creating robots that give people back their time for what matters most. Our mission is to expand human potential through cognitive robotics that work safely alongside us, making work more meaningful…","“ 面向中国与全球合作伙伴的认知机器人协作枢纽 ”","显式字段","https://finance.sina.com.cn/roll/2025-11-20/doc-infxzeph2397448.shtml","此次在杭州落地的 Neura Hub ，被公司定位为 “ 面向中国与全球合作伙伴的认知机器人协作枢纽 ”","","","","","已搜索并抓取官方来源","NEURA Robotics | The Future of Intelligent Robotics <https://neura-robotics.com/> ; 布局人型机器人新高地--德国NEURA落户杭州 <https://finance.sina.com.cn/roll/2025-11-20/doc-infxzeph2397448.shtml> ; 德国人形机器人巨头落子杭州，新一轮融资估值或超800亿！ <https://www.industrysourcing.cn/article/472090>","""Neura Robotics"" official website ; ""Neura Robotics"" mission vision values ; ""Neura Robotics"" value proposition tagline","entities/Neura-Robotics.html"
"NVIDIA — 具身智能布局","","","","","","","","","了解 NVIDIA 的公司历史，包括高管简介、空缺职位、我们在全球的办公场所、投资者关系等","官网描述","https://www.nvidia.cn/about-nvidia/","description: 了解 NVIDIA 的公司历史，包括高管简介、空缺职位、我们在全球的办公场所、投资者关系等","","","","","已搜索并抓取官方来源","人工智能计算领域的领导者 | NVIDIA <https://www.nvidia.cn/> ; World Leader in Artificial Intelligence Computing | NVIDIA <https://www.nvidia.com/> ; NVIDIA 驱动程序下载 <https://www.nvidia.com.tw/Download/indexsg.aspx?lang=tw>","""NVIDIA"" official website ; ""NVIDIA"" mission vision values ; ""NVIDIA"" value proposition tagline","entities/NVIDIA.html"
"Physical Intelligence (π)","","","","","","","","","","","","","","","","","搜索未定位到可信官方来源","","""Physical Intelligence"" official website ; ""Physical Intelligence"" mission vision values ; ""Physical Intelligence"" value proposition tagline","entities/Physical-Intelligence.html"
"Samsung — 具身智能布局","Together for Tomorrow! Enabling People（携手共创明天! 为人赋能）","显式字段","https://www.samsung.com.cn/cn/about-us/company-info/","2019年，三星还宣布了新的CSR愿景：Together for Tomorrow!","","","","","随着电子业务的成功，三星成为国际公认的技术行业领导者及全球十大品牌","官网描述","https://www.samsung.com.cn/cn/about-us/company-info/","description: 随着电子业务的成功，三星成为国际公认的技术行业领导者及全球十大品牌","","","","","已搜索并抓取官方来源","Home | Samsung Mobile Press <https://www.samsungmobilepress.com/> ; Samsung cn <https://www.samsung.com.cn/> ; 三星半导体中国官网 | 三星半导体官网 <https://semiconductor.samsung.cn/> ; 三星電子 香港 | 智能手機 | 電視 | 雪櫃 洗衣機 - Samsung hk <https://www.samsung.com/hk/>","""Samsung"" official website ; ""Samsung"" mission vision values ; ""Samsung"" value proposition tagline","entities/Samsung-Rainbow.html"
"Sanctuary AI","","","","","Free entry, no reservation required","显式字段","https://english.shanghai.gov.cn/en-KeepingAPetInShanghai/20250821/f6f029a52958434e81e4b01052862696.html","Free entry, no reservation required","sanctuary 意思是: 避难所; 圣所; 庇护所...","官网描述","https://www.etymonline.com/cn/word/sanctuary","description: sanctuary 意思是: 避难所","","","","","已搜索并抓取官方来源","sanctuary是什么意思_sanctuary的翻译_音标_读音_用法 ... <https://www.iciba.com/word?w=sanctuary> ; sanctuary 的意思和词源 - etymonline <https://www.etymonline.com/cn/word/sanctuary> ; A sanctuary for strays: Exploring Shanghai's first 'cat island' <https://english.shanghai.gov.cn/en-KeepingAPetInShanghai/20250821/f6f029a52958434e81e4b01052862696.html>","""Sanctuary AI"" official website ; ""Sanctuary AI"" mission vision values ; ""Sanctuary AI"" value proposition tagline","entities/Sanctuary-AI.html"
"Skild AI","","","","","","","","","Building general purpose robotic intelligence","官网描述","https://www.skild.ai/","description: Building general purpose robotic intelligence","","","","","已搜索并抓取官方来源","Skild AI <https://www.skild.ai/> ; Skild AI 携手 NVIDIA 打造全载体机器人大脑 | NVIDIA <https://www.nvidia.cn/case-studies/skild-ai/> ; Skild Art - 全球电商商家的AI视觉增长引擎 <https://www.skildart.cn/>","""Skild AI"" official website ; ""Skild AI"" mission vision values ; ""Skild AI"" value proposition tagline","entities/Skild-AI.html"
